issue number,issue title,created at,closed at,state,number of comments
733,add I18n scope option to distance_of_time_in_words,2011-05-16 03:58:26,2011-05-21 15:12:07,closed,11
734,Performance Regression in Rails 3.1 boot time,2011-05-16 03:58:37,2011-08-16 18:25:24,closed,16
735,Rails Upgrade plugin loses found results after a comment,2011-05-16 03:58:38,2011-05-17 12:34:33,closed,5
736,Bug in Mime::Type#parse for single media range with accept params,2011-05-16 03:58:48,2011-05-21 15:12:07,closed,14
737,has_and_belong_to_many destroy with foreign key constraints broken,2011-05-16 03:59:04,2011-05-21 15:12:08,closed,6
738,ActiveResource is not parsing JSON correct,2011-05-16 03:59:15,2011-05-21 15:12:08,closed,8
739,Fix broken Rack params parser in Rails >= 2.3.6,2011-05-16 03:59:30,2011-05-21 15:12:08,closed,17
740,Database operations no longer provide an operation description,2011-05-16 03:59:57,2011-05-21 15:12:08,closed,4
741,strip_tags marks as html_safe incorrectly,2011-05-16 04:00:07,2011-05-21 15:12:08,closed,9
742,Can not run ActiveRecord tests under 1.9.2,2011-05-16 04:00:22,2011-05-21 15:12:08,closed,2
743,[Patch] Rails 2.3 schema_format :sql should behave like schema_format :ruby,2011-05-16 04:00:30,2011-05-21 15:12:08,closed,11
744,render_to_string :template before normal render causes assert_template failures,2011-05-16 04:00:52,2011-05-21 15:12:08,closed,13
745,"[PATCH] ActiveRecord::Base#dup changed drastically in 3.0, should be brought back to 2.x behaviour ",2011-05-16 04:01:20,2011-05-21 15:12:08,closed,4
746,Rails 3 associations eager load of associated classes significantly slows down development environment,2011-05-16 04:01:31,2011-05-21 15:12:08,closed,4
747,Functional tests cannot add a route,2011-05-16 04:01:42,2011-05-21 15:12:09,closed,2
748,mysql collation_connection gets wrong value,2011-05-16 04:01:50,2011-05-21 15:12:09,closed,3
749,dbconsole arguments order mismatch,2011-05-16 04:01:59,2011-05-16 14:57:43,closed,13
750,Rake tasks failing silently when using unsupported adapters,2011-05-16 04:02:21,2011-05-21 15:12:09,closed,5
751,script/rails plugin install fails silently ,2011-05-16 04:02:32,2011-05-21 15:12:09,closed,3
752,small enhancement to query scopes,2011-05-16 04:02:41,2011-05-21 15:12:09,closed,6
753,ActionView::Helpers::TranslationHelper#translate call I18n with different arguments depending on render method parameter,2011-05-16 04:02:53,2011-05-21 15:12:09,closed,6
754,find_or_create_by doesn't work with protected attributes,2011-05-16 04:03:06,2011-05-21 15:12:09,closed,13
755,except(:order).order(...) is not working in scopes,2011-05-16 04:03:28,2011-05-21 15:12:09,closed,8
756,Incorrect SQL generation for DB2 in Rails 3.0.3,2011-05-16 04:03:45,2011-05-21 15:12:10,closed,4
757,Move 1.9 string interpolation syntax backport from I18n to ActiveSupport,2011-05-16 04:03:55,2011-05-21 15:12:10,closed,4
758,[PATCH] response_body proc is called twice,2011-05-16 04:04:06,2011-05-21 15:12:10,closed,10
759,ActiveSupport Date class methods seem to be buggy,2011-05-16 04:04:26,2011-05-21 15:12:10,closed,12
760,human_attribute_name scopes translations differently for nested classes since rails 3.0.2,2011-05-16 04:04:38,2011-05-21 15:12:10,closed,7
761,ActiveRecord Readme correction,2011-05-16 04:04:54,2011-05-21 15:12:10,closed,0
762,JSON.generate raises exception in v3.0.2 + json_pure  => '~>1.4.3',2011-05-16 04:04:59,2011-05-21 15:12:10,closed,7
763,db:test:clone_structure fails for postgres when your rails app has a space in the directory name,2011-05-16 04:05:13,2011-05-21 15:12:10,closed,5
764,MysqlAdapter#column_exists? returns incorrect result when passing in :limit option,2011-05-16 04:05:24,2011-05-21 15:12:11,closed,4
765,"update_all ignores conditions, when :orders and :limit options are supplied",2011-05-16 04:05:35,2011-05-21 15:12:11,closed,9
766,"ActiveSupport assumes too much about how Date/DateTime are implemented, breaking some usage with home_run",2011-05-16 04:05:56,2011-05-21 15:12:11,closed,6
767,distance_of_time_in_words calculates wrong no of years,2011-05-16 04:06:08,2011-05-16 15:00:50,closed,7
768,I18n support for HTML5 placeholder attribute,2011-05-16 04:06:22,2011-05-21 15:12:11,closed,8
769,ActiveRecord Association Proxy/Collection create method incorrectly merges attributes,2011-05-16 04:06:33,2011-05-21 15:12:11,closed,4
770,Hash conditions fail with PostgreSQL ENUMs,2011-05-16 04:06:44,2011-05-21 15:12:12,closed,3
771,has_many :through across namespace fails,2011-05-16 04:06:55,2011-05-21 15:12:12,closed,2
772,ActiveRecord Fixture class,2011-05-16 04:07:03,2011-05-21 15:12:12,closed,18
773,attr_accesor_with_default alias reader method,2011-05-16 04:07:32,2011-05-21 15:12:12,closed,8
774,Do not perform another sql if association is already loaded for empty hash,2011-05-16 04:07:47,2011-05-21 15:12:12,closed,1
775,Provide NoStore implementation of ActiveSupport::Cache::Store,2011-05-16 04:07:54,2011-05-21 15:12:13,closed,12
776,Reduce memory bloat in ActiveRecord transactions,2011-05-16 04:21:41,2013-02-22 18:46:07,closed,20
777,default_url_options set within a controller are not cleared after every request on production,2011-05-16 04:22:04,2011-05-21 15:12:13,closed,1
778,Empty array interpolates as NULL in where condition,2011-05-16 04:22:11,2013-04-12 21:19:54,closed,35
779,Allow dynamic lists with validates_inclusion_of :in,2011-05-16 04:22:25,2011-05-21 15:12:13,closed,3
780,find_or_create via has_many fails for hash parameters,2011-05-16 04:22:34,2011-05-21 15:12:13,closed,14
781,Has one association nullifies object to early,2011-05-16 04:23:00,2011-05-21 15:12:13,closed,5
782,add form helpers for date and time HTML5 input types,2011-05-16 04:23:12,2011-05-21 15:12:13,closed,6
783,ActiveRecord scope class method requires a database connection,2011-05-16 04:23:25,2011-05-21 15:12:13,closed,5
784,#count on decimal column returns BigDecimal,2011-05-16 04:23:41,2011-05-21 15:12:14,closed,12
785,"Eager load of a model with a default_scope of ""select"" also appends ""table"".* to the query",2011-05-16 04:24:04,2011-05-21 15:12:14,closed,7
786,Strange behaviour of assert_redirected_to,2011-05-16 04:24:15,2011-05-21 15:12:14,closed,1
787,ActiveResource: prefix attributes that are mass assigned are not readable and serializable.,2011-05-16 04:24:22,2011-05-21 15:12:14,closed,4
788,The single-table inheritance mechanism failed to locate the subclass,2011-05-16 04:24:32,2011-05-21 15:12:14,closed,2
789,Heisenberg principal in ActiveRecord::Relation: observing relation changes it,2011-05-16 04:24:37,2011-05-21 15:12:14,closed,4
790,"WEBrick serving files from /public produces routing error for files which have a ""+"" in their name",2011-05-16 04:24:47,2011-05-21 15:12:14,closed,2
791,Model name for default submit button value should be titleized,2011-05-16 04:24:55,2011-05-21 15:12:14,closed,23
792,Serialized Unicode data returning as ASCII,2011-05-16 04:25:15,2011-05-21 15:12:14,closed,4
793,ActiveResource : clone fails when the resource has Fixnum or boolean attributes,2011-05-16 04:25:24,2011-05-21 15:12:14,closed,6
794,fields_for ignores :as,2011-05-16 04:25:37,2012-07-12 17:54:24,closed,6
795,Rails 3.0.3 Eager Loading associations with additional conditions causes the ON statement to be improperly constructed,2011-05-16 04:25:48,2011-05-21 15:12:15,closed,3
796,has_many :through associations are created with .create! even if the parent is created with .create,2011-05-16 04:25:57,2011-05-24 18:32:08,closed,14
797,MemCacheStore can't deal with Umlauts and special characters,2011-05-16 04:26:09,2011-05-21 15:12:16,closed,6
798,before_filters overwriting each other,2011-05-16 04:26:28,2011-05-21 15:12:16,closed,7
799,fixture_file_upload behavior,2011-05-16 04:26:43,2011-05-21 15:12:16,closed,10
800,ActiveRecord composed_of doesn't work with delegated attributes and methods,2011-05-16 04:26:48,2011-05-21 15:12:16,closed,1
801,ActionController::Base.class_eval clobbers config.action_view value,2011-05-16 04:26:54,2011-05-21 15:12:16,closed,1
802,ActiveSupport::JSON.decode fails on long unicode sequence with default YAML-based parser,2011-05-16 04:27:01,2011-05-21 15:12:16,closed,0
803,has_one through incorrect id add,2011-05-16 04:27:07,2011-05-21 15:12:16,closed,5
804,"Cannot execute mysql ""LOAD DATA INFILE"" query after using verify_active_connections!",2011-05-16 04:27:19,2011-05-21 15:12:16,closed,12
805,Cannot create I18n labels when using accepts_nested_attributes_for,2011-05-16 04:27:40,2011-05-21 15:12:17,closed,5
806,results of db:test:clone_structure do not get committed in postgres if the user has autocommit turned off,2011-05-16 04:27:50,2011-05-21 15:12:17,closed,3
807,Seperate CodeStatistics Rendering from Calculation,2011-05-16 04:27:59,2011-05-21 15:12:17,closed,2
808,double bind variable expansion in activerecord condtions,2011-05-16 04:28:07,2011-05-21 15:12:17,closed,2
809,Pdf attachment not working rails 3.0.3,2011-05-16 04:28:16,2011-05-21 15:12:17,closed,1
810,Correct size units in number_to_human_size helper,2011-05-16 04:28:22,2011-05-21 15:12:17,closed,2
811,[PATCH] except doesn't work in different scopes,2011-05-16 04:28:29,2011-05-21 15:12:17,closed,11
812,[PATCH] Array.join making safe strings unsafe,2011-05-16 04:28:48,2011-05-21 15:12:17,closed,3
813,Possible SQL injection in ActiveRecord limit,2011-05-16 04:28:58,2011-05-21 15:12:17,closed,6
814,No 'uninitialized constant' thrown when referencing AR class,2011-05-16 04:29:13,2011-05-21 15:12:18,closed,1
815,Collection Associations Build Method Not Supported for STI,2011-05-16 04:29:22,2011-05-21 15:12:18,closed,4
816,Fix FileStore cleanup method,2011-05-16 04:29:31,2011-05-21 15:12:19,closed,2
817,Rails Guide Update - ActiveRecord  Transaction Callbacks,2011-05-16 04:29:38,2011-05-21 15:12:19,closed,5
818,"Capture not working when passing pre-escaped blocks (like, JSON)...",2011-05-16 04:29:47,2011-05-21 15:12:19,closed,1
819,Rails 3.0.3 --skip-test-unit not working correctly.,2011-05-16 04:29:54,2011-05-16 15:00:54,closed,6
820,activesupport/lib/active_support/core_ext/time/calculations.rb does not declare dependencies for at_beginning_of_week,2011-05-16 04:30:05,2011-05-21 15:12:19,closed,4
821,Possible bug of accepts_nested_attributes_for,2011-05-16 04:30:15,2011-05-21 15:12:19,closed,2
822,collection_singular_ids inconsistent with  collections when source and conditions present,2011-05-16 04:30:22,2011-05-21 15:12:19,closed,2
823,auto_link doesn't accept target='_blank' in Rails 3,2011-05-16 04:30:31,2011-05-21 15:12:19,closed,4
824,Patch to remove trailing spaces from truncate result.,2011-05-16 04:30:42,2011-05-21 15:12:19,closed,3
825,accept header with */* does not match html templates,2011-05-16 04:30:50,2011-05-21 15:12:19,closed,13
826,NoMethodError: undefined method `money_precision=' for #<Class:0x0000010321f788>,2011-05-16 04:31:12,2011-05-21 15:12:20,closed,1
827,You can't exclude distinct when you have a count and at least one include in your query,2011-05-16 04:31:19,2011-05-21 15:12:20,closed,0
828,[patch] ActionController::TestCase#process barfs if it gets any frozen values as params,2011-05-16 04:31:24,2011-05-21 15:12:20,closed,2
829,POST variables order ,2011-05-16 04:31:32,2011-05-21 15:12:20,closed,2
830,Support multiple databases in migrations,2011-05-16 04:31:39,2011-05-21 15:12:20,closed,1
831,[patch] ActiveResource doesn't support file uploads/attachments,2011-05-16 04:31:45,2011-05-21 15:12:20,closed,8
832,i18n reload does not read new localization files in matching directories,2011-05-16 04:31:51,2011-05-21 15:12:21,closed,0
833,Segmentation fault Ruby 187p302 and Rails 3.0.4,2011-05-16 04:31:56,2011-05-21 15:12:21,closed,0
834,dynamic finder after where for same column is ignored,2011-05-16 04:32:02,2011-05-21 15:12:21,closed,3
835,build model on association creates unexpected results,2011-05-16 04:32:08,2011-05-21 15:12:21,closed,1
836,BasicObject causing problems with duration.to_json,2011-05-16 04:32:14,2011-05-21 15:12:21,closed,1
837,table_name_prefix not honored under rake test,2011-05-16 04:32:20,2011-05-21 15:12:21,closed,3
838,ActiveRecord::XmlSerializer fails with has_one types,2011-05-16 04:32:29,2011-05-21 15:12:21,closed,1
839,Documentation correction,2011-05-16 04:32:35,2011-05-21 15:12:21,closed,5
840,i18n fallback doesn't work for localized views,2011-05-16 04:32:40,2013-04-11 23:31:18,closed,16
841,"Optimization of construct_finder_sql_with_included_associations(options, join_dependency)  ActiveRecord::Associations::ClassMethods",2011-05-16 04:32:56,2011-05-21 15:12:22,closed,1
842,number_to_phone error when using 7 digits and :area_code => true,2011-05-16 04:33:02,2011-05-21 15:12:22,closed,2
843,"incorrect message on a ""rails destroy"" command invocation?",2011-05-16 04:33:09,2011-05-21 15:12:22,closed,1
844,Exception Propagation in Integration Tests,2011-05-16 04:33:17,2011-05-21 15:12:22,closed,0
845,Deprecate 'escape' parameter/option in three helper functions,2011-05-16 04:33:23,2011-05-21 15:12:22,closed,16
846,has many through with order eager loading problem in rails 2.3.11,2011-05-16 04:33:56,2011-05-21 15:12:22,closed,2
847,[PATCH] Allow array as order param for postgresql,2011-05-16 04:34:02,2011-05-21 15:12:23,closed,2
848,limit is ignored with has_and_belongs_to_many and count,2011-05-16 04:34:09,2011-05-21 15:12:23,closed,5
849,""""".constantize returns Object",2011-05-16 04:34:20,2011-05-21 15:12:23,closed,3
850,"LOCALHOST: 127.x.x.x is Class A, not Class C",2011-05-16 04:34:29,2011-05-21 15:12:23,closed,2
851,rails security bug - request.remote_ip/X-Forwarded-For not sanitized,2011-05-16 04:34:38,2011-05-21 15:12:24,closed,5
852,Session Reset undefined method `destroy' for {}:Hash,2011-05-16 04:34:48,2011-05-21 15:12:24,closed,2
853,polymorphic :dependent => :delete_all fails to delete rows with abstract_class instances,2011-05-16 04:34:57,2011-05-21 15:12:24,closed,1
854,ActiveResource::Base class is defective,2011-05-16 04:35:05,2011-05-21 15:12:25,closed,0
855,Use accepts_nested_attributes_for with inverse_of cause infinite loop,2011-05-16 04:35:10,2011-05-21 15:12:25,closed,2
856,Pass validated record to the custom message proc,2011-05-16 04:35:19,2011-05-21 15:12:25,closed,3
857,Custom methods' return values won't apply on form helper like text_field!,2011-05-16 04:35:25,2011-05-21 15:12:25,closed,0
858,ActiveRecord's XmlSerializer should not singularize already singular association names,2011-05-16 04:35:30,2011-05-21 15:12:25,closed,2
859,disregard for schema search path in postgresql_adapter.rb,2011-05-16 04:35:37,2011-05-21 15:12:26,closed,1
860,"Rails does not recognize the ""text/*"" MIME type",2011-05-16 04:35:44,2011-05-21 15:12:26,closed,6
861,Arel update method silently drops OFFSET clause,2011-05-16 04:35:52,2011-05-21 15:12:26,closed,3
862,find_or_create_by behaves incorrectly when used with multiple attributes through has_many association,2011-05-16 04:36:02,2011-05-21 15:12:26,closed,0
863,Invalid url's in activerecore RDOc,2011-05-16 04:36:07,2011-05-16 14:49:36,closed,2
864,Diffrent behaviour for find_or_create_by and find_by,2011-05-16 04:36:12,2011-05-21 15:12:27,closed,0
865,"has_many :through, before_destroy is not triggered",2011-05-16 04:36:19,2011-05-21 15:12:27,closed,1
866,active model range validator,2011-05-16 04:36:24,2011-05-21 15:12:27,closed,1
867,Caching of Exclusive Row Lock Requests by ActiveRecord,2011-05-16 04:36:30,2011-05-21 15:12:27,closed,7
868,"STI, inheritance and reload! bug",2011-05-16 04:36:37,2011-05-21 15:12:27,closed,0
869,ActionDispatch::Http:Parameters force encoding of all params but filename of an uploaded file,2011-05-16 04:36:43,2011-06-14 15:13:46,closed,3
870,ActiveResource and 422 Status Code and Response Message,2011-05-16 04:36:50,2011-05-21 15:12:27,closed,2
871,Passing actions with colons to the controller generator,2011-05-16 04:36:56,2011-05-21 15:12:27,closed,2
872,ActiveResource - Adding associations through reflections,2011-05-16 04:37:04,2011-05-21 15:12:27,closed,4
873,Convert csrf_meta_tags to use the tag helper,2011-05-16 04:37:13,2011-05-21 15:12:27,closed,2
874,"require of ""core_ext/module/delegation"" not needed in ""configurable.rb""",2011-05-16 04:37:20,2011-05-21 15:12:27,closed,2
875,ActiveModel transformations,2011-05-16 04:37:27,2011-05-21 15:12:27,closed,9
